condition,doc_id,persona_id,risk_tier,domain,issue,domain_pred,issue_pred,issue_phrase_present,semantic_slot_score,placeholder_rate
original,P0091_D02,P0091,T2,legal,benefits_appeal,legal,employment_dispute,1.0,0.75,0.0
original,P0091_D03,P0091,T2,financial,payment_deferral,financial,hardship_request,1.0,1.0,0.0
original,P0091_D04,P0091,T2,hr,accommodation_request,hr,leave_request,1.0,1.0,0.0
original,P0092_D01,P0092,T3,healthcare,appointment_scheduling,healthcare,appointment_scheduling,1.0,0.75,0.0
original,P0092_D02,P0092,T3,legal,benefits_appeal,legal,housing_issue,1.0,0.75,0.0
original,P0092_D03,P0092,T3,financial,account_correction,financial,payment_deferral,1.0,1.0,0.0
original,P0092_D04,P0092,T3,hr,accommodation_request,hr,leave_request,1.0,1.0,0.0
original,P0093_D01,P0093,T1,healthcare,appointment_scheduling,healthcare,symptom_followup,1.0,1.0,0.0
original,P0093_D02,P0093,T1,legal,benefits_appeal,legal,employment_dispute,1.0,1.0,0.0
original,P0093_D03,P0093,T1,financial,fraud_inquiry,financial,hardship_request,1.0,1.0,0.0
original,P0093_D04,P0093,T1,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
original,P0094_D01,P0094,T2,healthcare,refill_request,healthcare,refill_request,1.0,0.75,0.0
original,P0094_D02,P0094,T2,legal,employment_dispute,legal,employment_dispute,1.0,0.75,0.0
original,P0094_D03,P0094,T2,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
original,P0094_D04,P0094,T2,hr,leave_request,hr,leave_request,1.0,1.0,0.0
original,P0096_D01,P0096,T1,healthcare,insurance_question,healthcare,symptom_followup,1.0,1.0,0.0
original,P0096_D02,P0096,T1,legal,consumer_complaint,legal,employment_dispute,1.0,1.0,0.0
original,P0096_D03,P0096,T1,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
original,P0096_D04,P0096,T1,hr,accommodation_request,hr,accommodation_request,1.0,1.0,0.0
original,P0097_D01,P0097,T2,healthcare,symptom_followup,healthcare,symptom_followup,1.0,0.75,0.0
original,P0097_D02,P0097,T2,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
original,P0097_D03,P0097,T2,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
original,P0097_D04,P0097,T2,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
original,P0098_D01,P0098,T3,healthcare,insurance_question,healthcare,symptom_followup,1.0,0.75,0.0
original,P0098_D02,P0098,T3,legal,benefits_appeal,legal,benefits_appeal,1.0,1.0,0.0
original,P0098_D03,P0098,T3,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
original,P0098_D04,P0098,T3,hr,benefits_question,hr,leave_request,1.0,0.75,0.0
original,P0099_D01,P0099,T1,healthcare,symptom_followup,healthcare,symptom_followup,1.0,1.0,0.0
original,P0099_D02,P0099,T1,legal,consumer_complaint,legal,employment_dispute,1.0,1.0,0.0
original,P0099_D03,P0099,T1,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
original,P0099_D04,P0099,T1,hr,accommodation_request,hr,accommodation_request,1.0,1.0,0.0
original,P0101_D01,P0101,T3,healthcare,refill_request,healthcare,refill_request,1.0,0.5,0.0
original,P0101_D02,P0101,T3,legal,consumer_complaint,legal,benefits_appeal,1.0,0.75,0.0
original,P0101_D03,P0101,T3,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
original,P0101_D04,P0101,T3,hr,benefits_question,hr,benefits_question,1.0,0.75,0.0
original,P0102_D01,P0102,T1,healthcare,symptom_followup,healthcare,symptom_followup,1.0,1.0,0.0
original,P0102_D02,P0102,T1,legal,employment_dispute,legal,employment_dispute,1.0,1.0,0.0
original,P0102_D03,P0102,T1,financial,fraud_inquiry,financial,hardship_request,1.0,1.0,0.0
original,P0102_D04,P0102,T1,hr,leave_request,hr,leave_request,1.0,1.0,0.0
original,P0103_D01,P0103,T2,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
original,P0103_D02,P0103,T2,legal,consumer_complaint,legal,housing_issue,1.0,0.75,0.0
original,P0103_D03,P0103,T2,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
original,P0103_D04,P0103,T2,hr,accommodation_request,hr,benefits_question,1.0,1.0,0.0
original,P0104_D01,P0104,T3,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
original,P0104_D02,P0104,T3,legal,consumer_complaint,legal,housing_issue,1.0,0.75,0.0
original,P0104_D03,P0104,T3,financial,fraud_inquiry,financial,payment_deferral,1.0,1.0,0.0
original,P0104_D04,P0104,T3,hr,schedule_change,hr,leave_request,1.0,0.75,0.0
original,P0106_D01,P0106,T2,healthcare,symptom_followup,healthcare,refill_request,1.0,0.75,0.0
original,P0106_D02,P0106,T2,legal,consumer_complaint,legal,housing_issue,1.0,0.75,0.0
original,P0106_D03,P0106,T2,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
original,P0106_D04,P0106,T2,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
original,P0107_D01,P0107,T3,healthcare,appointment_scheduling,healthcare,appointment_scheduling,1.0,0.5,0.0
original,P0107_D02,P0107,T3,legal,housing_issue,legal,employment_dispute,1.0,0.75,0.0
original,P0107_D03,P0107,T3,financial,hardship_request,financial,payment_deferral,1.0,1.0,0.0
original,P0107_D04,P0107,T3,hr,schedule_change,hr,leave_request,1.0,0.75,0.0
original,P0108_D01,P0108,T1,healthcare,insurance_question,healthcare,symptom_followup,1.0,1.0,0.0
original,P0108_D02,P0108,T1,legal,benefits_appeal,legal,employment_dispute,1.0,1.0,0.0
original,P0108_D03,P0108,T1,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
original,P0108_D04,P0108,T1,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
original,P0109_D01,P0109,T2,healthcare,symptom_followup,healthcare,refill_request,1.0,0.75,0.0
original,P0109_D02,P0109,T2,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
original,P0109_D03,P0109,T2,financial,payment_deferral,financial,hardship_request,1.0,1.0,0.0
original,P0109_D04,P0109,T2,hr,accommodation_request,hr,benefits_question,1.0,1.0,0.0
original,P0111_D01,P0111,T1,healthcare,refill_request,healthcare,symptom_followup,1.0,1.0,0.0
original,P0111_D02,P0111,T1,legal,employment_dispute,legal,employment_dispute,1.0,1.0,0.0
original,P0111_D03,P0111,T1,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
original,P0111_D04,P0111,T1,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
original,P0112_D01,P0112,T2,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
original,P0112_D02,P0112,T2,legal,employment_dispute,legal,employment_dispute,1.0,0.75,0.0
original,P0112_D03,P0112,T2,financial,fraud_inquiry,financial,hardship_request,1.0,1.0,0.0
original,P0112_D04,P0112,T2,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
original,P0113_D01,P0113,T3,healthcare,appointment_scheduling,healthcare,appointment_scheduling,1.0,0.5,0.0
original,P0113_D02,P0113,T3,legal,employment_dispute,legal,employment_dispute,1.0,0.75,0.0
original,P0113_D03,P0113,T3,financial,account_correction,financial,payment_deferral,1.0,1.0,0.0
original,P0113_D04,P0113,T3,hr,accommodation_request,hr,leave_request,1.0,1.0,0.0
original,P0114_D01,P0114,T1,healthcare,appointment_scheduling,healthcare,symptom_followup,1.0,1.0,0.0
original,P0114_D02,P0114,T1,legal,consumer_complaint,legal,employment_dispute,1.0,1.0,0.0
original,P0114_D03,P0114,T1,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
original,P0114_D04,P0114,T1,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
original,P0116_D01,P0116,T3,healthcare,insurance_question,healthcare,symptom_followup,1.0,0.75,0.0
original,P0116_D02,P0116,T3,legal,benefits_appeal,legal,employment_dispute,1.0,0.75,0.0
original,P0116_D03,P0116,T3,financial,fraud_inquiry,financial,fraud_inquiry,1.0,1.0,0.0
original,P0116_D04,P0116,T3,hr,leave_request,hr,leave_request,1.0,1.0,0.0
original,P0117_D01,P0117,T1,healthcare,insurance_question,healthcare,symptom_followup,1.0,1.0,0.0
original,P0117_D02,P0117,T1,legal,benefits_appeal,legal,employment_dispute,1.0,1.0,0.0
original,P0117_D03,P0117,T1,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
original,P0117_D04,P0117,T1,hr,leave_request,hr,leave_request,1.0,1.0,0.0
original,P0118_D01,P0118,T2,healthcare,symptom_followup,healthcare,refill_request,1.0,0.75,0.0
original,P0118_D02,P0118,T2,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
original,P0118_D03,P0118,T2,financial,account_correction,financial,hardship_request,1.0,1.0,0.0
original,P0118_D04,P0118,T2,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
original,P0119_D01,P0119,T3,healthcare,insurance_question,healthcare,symptom_followup,1.0,0.75,0.0
original,P0119_D02,P0119,T3,legal,consumer_complaint,legal,benefits_appeal,1.0,0.75,0.0
original,P0119_D03,P0119,T3,financial,fraud_inquiry,financial,payment_deferral,1.0,1.0,0.0
original,P0119_D04,P0119,T3,hr,accommodation_request,hr,leave_request,1.0,1.0,0.0
c1_direct_redaction,P0001_D01,P0001,T2,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
c1_direct_redaction,P0001_D02,P0001,T2,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c1_direct_redaction,P0001_D03,P0001,T2,financial,account_correction,financial,account_correction,1.0,1.0,0.0
c1_direct_redaction,P0001_D04,P0001,T2,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c1_direct_redaction,P0002_D01,P0002,T3,healthcare,refill_request,healthcare,refill_request,1.0,0.75,0.0
c1_direct_redaction,P0002_D02,P0002,T3,legal,benefits_appeal,legal,housing_issue,1.0,0.75,0.0
c1_direct_redaction,P0002_D03,P0002,T3,financial,fraud_inquiry,financial,payment_deferral,1.0,1.0,0.0
c1_direct_redaction,P0002_D04,P0002,T3,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c1_direct_redaction,P0003_D01,P0003,T1,healthcare,symptom_followup,healthcare,symptom_followup,1.0,1.0,0.0
c1_direct_redaction,P0003_D02,P0003,T1,legal,housing_issue,legal,employment_dispute,1.0,1.0,0.0
c1_direct_redaction,P0003_D03,P0003,T1,financial,fraud_inquiry,financial,fraud_inquiry,1.0,1.0,0.0
c1_direct_redaction,P0003_D04,P0003,T1,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c1_direct_redaction,P0004_D01,P0004,T2,healthcare,appointment_scheduling,healthcare,refill_request,1.0,0.75,0.0
c1_direct_redaction,P0004_D02,P0004,T2,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c1_direct_redaction,P0004_D03,P0004,T2,financial,account_correction,financial,hardship_request,1.0,1.0,0.0
c1_direct_redaction,P0004_D04,P0004,T2,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c1_direct_redaction,P0006_D01,P0006,T1,healthcare,appointment_scheduling,healthcare,symptom_followup,1.0,1.0,0.0
c1_direct_redaction,P0006_D02,P0006,T1,legal,employment_dispute,legal,employment_dispute,1.0,1.0,0.0
c1_direct_redaction,P0006_D03,P0006,T1,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c1_direct_redaction,P0006_D04,P0006,T1,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c1_direct_redaction,P0007_D01,P0007,T2,healthcare,refill_request,healthcare,refill_request,1.0,0.75,0.0
c1_direct_redaction,P0007_D02,P0007,T2,legal,consumer_complaint,legal,housing_issue,1.0,0.75,0.0
c1_direct_redaction,P0007_D03,P0007,T2,financial,payment_deferral,financial,hardship_request,1.0,1.0,0.0
c1_direct_redaction,P0007_D04,P0007,T2,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c1_direct_redaction,P0008_D01,P0008,T3,healthcare,symptom_followup,healthcare,symptom_followup,1.0,0.75,0.0
c1_direct_redaction,P0008_D02,P0008,T3,legal,housing_issue,legal,housing_issue,1.0,1.0,0.0
c1_direct_redaction,P0008_D03,P0008,T3,financial,account_correction,financial,payment_deferral,1.0,1.0,0.0
c1_direct_redaction,P0008_D04,P0008,T3,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c1_direct_redaction,P0009_D01,P0009,T1,healthcare,symptom_followup,healthcare,symptom_followup,1.0,1.0,0.0
c1_direct_redaction,P0009_D02,P0009,T1,legal,consumer_complaint,legal,employment_dispute,1.0,1.0,0.0
c1_direct_redaction,P0009_D03,P0009,T1,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c1_direct_redaction,P0009_D04,P0009,T1,hr,accommodation_request,hr,benefits_question,1.0,1.0,0.0
c1_direct_redaction,P0011_D01,P0011,T3,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
c1_direct_redaction,P0011_D02,P0011,T3,legal,benefits_appeal,legal,employment_dispute,1.0,1.0,0.0
c1_direct_redaction,P0011_D03,P0011,T3,financial,account_correction,financial,payment_deferral,1.0,1.0,0.0
c1_direct_redaction,P0011_D04,P0011,T3,hr,schedule_change,hr,leave_request,1.0,0.75,0.0
c1_direct_redaction,P0012_D01,P0012,T1,healthcare,refill_request,healthcare,symptom_followup,1.0,1.0,0.0
c1_direct_redaction,P0012_D02,P0012,T1,legal,housing_issue,legal,employment_dispute,1.0,1.0,0.0
c1_direct_redaction,P0012_D03,P0012,T1,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c1_direct_redaction,P0012_D04,P0012,T1,hr,accommodation_request,hr,benefits_question,1.0,1.0,0.0
c1_direct_redaction,P0013_D01,P0013,T2,healthcare,refill_request,healthcare,refill_request,1.0,0.75,0.0
c1_direct_redaction,P0013_D02,P0013,T2,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c1_direct_redaction,P0013_D03,P0013,T2,financial,fraud_inquiry,financial,hardship_request,1.0,1.0,0.0
c1_direct_redaction,P0013_D04,P0013,T2,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c1_direct_redaction,P0014_D01,P0014,T3,healthcare,insurance_question,healthcare,symptom_followup,1.0,0.75,0.0
c1_direct_redaction,P0014_D02,P0014,T3,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c1_direct_redaction,P0014_D03,P0014,T3,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c1_direct_redaction,P0014_D04,P0014,T3,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c1_direct_redaction,P0016_D01,P0016,T2,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
c1_direct_redaction,P0016_D02,P0016,T2,legal,employment_dispute,legal,employment_dispute,1.0,0.75,0.0
c1_direct_redaction,P0016_D03,P0016,T2,financial,account_correction,financial,hardship_request,1.0,1.0,0.0
c1_direct_redaction,P0016_D04,P0016,T2,hr,leave_request,hr,benefits_question,1.0,1.0,0.0
c1_direct_redaction,P0017_D01,P0017,T3,healthcare,appointment_scheduling,healthcare,appointment_scheduling,1.0,0.75,0.0
c1_direct_redaction,P0017_D02,P0017,T3,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c1_direct_redaction,P0017_D03,P0017,T3,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c1_direct_redaction,P0017_D04,P0017,T3,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c1_direct_redaction,P0018_D01,P0018,T1,healthcare,refill_request,healthcare,refill_request,1.0,1.0,0.0
c1_direct_redaction,P0018_D02,P0018,T1,legal,consumer_complaint,legal,employment_dispute,1.0,1.0,0.0
c1_direct_redaction,P0018_D03,P0018,T1,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c1_direct_redaction,P0018_D04,P0018,T1,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c1_direct_redaction,P0019_D01,P0019,T2,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
c1_direct_redaction,P0019_D02,P0019,T2,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c1_direct_redaction,P0019_D03,P0019,T2,financial,account_correction,financial,hardship_request,1.0,1.0,0.0
c1_direct_redaction,P0019_D04,P0019,T2,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c1_direct_redaction,P0021_D01,P0021,T1,healthcare,insurance_question,healthcare,symptom_followup,1.0,1.0,0.0
c1_direct_redaction,P0021_D02,P0021,T1,legal,benefits_appeal,legal,employment_dispute,1.0,1.0,0.0
c1_direct_redaction,P0021_D03,P0021,T1,financial,fraud_inquiry,financial,fraud_inquiry,1.0,1.0,0.0
c1_direct_redaction,P0021_D04,P0021,T1,hr,accommodation_request,hr,accommodation_request,1.0,1.0,0.0
c1_direct_redaction,P0022_D01,P0022,T2,healthcare,symptom_followup,healthcare,refill_request,1.0,0.75,0.0
c1_direct_redaction,P0022_D02,P0022,T2,legal,benefits_appeal,legal,housing_issue,1.0,0.75,0.0
c1_direct_redaction,P0022_D03,P0022,T2,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c1_direct_redaction,P0022_D04,P0022,T2,hr,accommodation_request,hr,benefits_question,1.0,1.0,0.0
c1_direct_redaction,P0023_D01,P0023,T3,healthcare,refill_request,healthcare,refill_request,1.0,0.75,0.0
c1_direct_redaction,P0023_D02,P0023,T3,legal,employment_dispute,legal,employment_dispute,1.0,0.75,0.0
c1_direct_redaction,P0023_D03,P0023,T3,financial,account_correction,financial,payment_deferral,1.0,1.0,0.0
c1_direct_redaction,P0023_D04,P0023,T3,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c1_direct_redaction,P0024_D01,P0024,T1,healthcare,insurance_question,healthcare,symptom_followup,1.0,1.0,0.0
c1_direct_redaction,P0024_D02,P0024,T1,legal,benefits_appeal,legal,employment_dispute,1.0,1.0,0.0
c1_direct_redaction,P0024_D03,P0024,T1,financial,fraud_inquiry,financial,hardship_request,1.0,1.0,0.0
c1_direct_redaction,P0024_D04,P0024,T1,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c1_direct_redaction,P0026_D01,P0026,T3,healthcare,refill_request,healthcare,refill_request,1.0,0.75,0.0
c1_direct_redaction,P0026_D02,P0026,T3,legal,benefits_appeal,legal,housing_issue,1.0,0.75,0.0
c1_direct_redaction,P0026_D03,P0026,T3,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c1_direct_redaction,P0026_D04,P0026,T3,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c1_direct_redaction,P0027_D01,P0027,T1,healthcare,insurance_question,healthcare,symptom_followup,1.0,1.0,0.0
c1_direct_redaction,P0027_D02,P0027,T1,legal,benefits_appeal,legal,employment_dispute,1.0,1.0,0.0
c1_direct_redaction,P0027_D03,P0027,T1,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c1_direct_redaction,P0027_D04,P0027,T1,hr,accommodation_request,hr,benefits_question,1.0,1.0,0.0
c1_direct_redaction,P0028_D01,P0028,T2,healthcare,appointment_scheduling,healthcare,refill_request,1.0,0.75,0.0
c1_direct_redaction,P0028_D02,P0028,T2,legal,consumer_complaint,legal,employment_dispute,1.0,0.75,0.0
c1_direct_redaction,P0028_D03,P0028,T2,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c1_direct_redaction,P0028_D04,P0028,T2,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c1_direct_redaction,P0029_D01,P0029,T3,healthcare,symptom_followup,healthcare,symptom_followup,1.0,0.75,0.0
c1_direct_redaction,P0029_D02,P0029,T3,legal,benefits_appeal,legal,benefits_appeal,1.0,0.75,0.0
c1_direct_redaction,P0029_D03,P0029,T3,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c1_direct_redaction,P0029_D04,P0029,T3,hr,benefits_question,hr,benefits_question,1.0,0.75,0.0
c1_direct_redaction,P0031_D01,P0031,T2,healthcare,appointment_scheduling,healthcare,refill_request,1.0,0.75,0.0
c1_direct_redaction,P0031_D02,P0031,T2,legal,employment_dispute,legal,employment_dispute,1.0,0.75,0.0
c1_direct_redaction,P0031_D03,P0031,T2,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c1_direct_redaction,P0031_D04,P0031,T2,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c1_direct_redaction,P0032_D01,P0032,T3,healthcare,insurance_question,healthcare,refill_request,1.0,0.5,0.0
c1_direct_redaction,P0032_D02,P0032,T3,legal,employment_dispute,legal,employment_dispute,1.0,1.0,0.0
c1_direct_redaction,P0032_D03,P0032,T3,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c1_direct_redaction,P0032_D04,P0032,T3,hr,benefits_question,hr,leave_request,1.0,0.75,0.0
